subj_code,bin,type,prompt,category,category_type,uuid,correct_res,incorrect_res,response
A1E3MR98PNWZBD,3,retest,The ball is at the bottom of the ramp. Ali pushes the ball. The ball is at the BLANK of the ramp.,action_nonfollows,action_nonfollows_target,e2381bf9-9c62-4821-9eef-f3d59b881fd5,bottom,top of,0
A1E3MR98PNWZBD,3,retest,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon doesn't move.,action_nonfollows,action_nonfollows_context,f827d2d9-18d0-4d34-a155-7ec3d4f1b7ab,in,outside,1
A1E3MR98PNWZBD,3,retest,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon doesn't move.,action_nonfollows,action_nonfollows_context,f827d2d9-18d0-4d34-a155-7ec3d4f1b7ab,in,outside,1
A1E3MR98PNWZBD,3,retest,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,state_nonfollows,state_nonfollows_target,f48a91e2-22e0-4c2b-b42a-6ec8df05393f,colder,warmer,1
A1E3MR98PNWZBD,3,retest,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,state_nonfollows,state_nonfollows_target,f48a91e2-22e0-4c2b-b42a-6ec8df05393f,colder,warmer,1
A1E3MR98PNWZBD,3,retest,Chicago is BLANK Ali. Ali turns around. Chicago is right of Ali.,egocentric_distant,egocentric_distant_context,bd0f5cf2-1bf0-4afe-bd33-ce9732fbbc49,left of,right of,0
A1E3MR98PNWZBD,3,retest,Chicago is BLANK Ali. Ali turns around. Chicago is right of Ali.,egocentric_distant,egocentric_distant_context,bd0f5cf2-1bf0-4afe-bd33-ce9732fbbc49,left of,right of,0
A1E3MR98PNWZBD,3,retest,The book is BLANK the table. Ali moves the table. The book doesn't move.,action_nonfollows,action_nonfollows_context,c3e7a166-3f5b-47f1-b666-c3b03ceefd5c,under,on,1
A1E3MR98PNWZBD,3,retest,The book is BLANK the table. Ali moves the table. The book doesn't move.,action_nonfollows,action_nonfollows_context,c3e7a166-3f5b-47f1-b666-c3b03ceefd5c,under,on,1
A1E3MR98PNWZBD,3,retest,Ali is BLANK. Ali turns around. Ali is behind the statue.,action_nonfollows,action_nonfollows_context,cc306a89-3dc5-4910-aa0b-f2bddee9154d,behind the statue,in front of the statue,1
A1E3MR98PNWZBD,3,retest,Ali is BLANK. Ali turns around. Ali is behind the statue.,action_nonfollows,action_nonfollows_context,cc306a89-3dc5-4910-aa0b-f2bddee9154d,behind the statue,in front of the statue,1
A1E3MR98PNWZBD,3,retest,The painting is right of Ali. Ali turns around. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,b70fd0cd-135e-45b2-9cc2-f17a7dd652a8,left of,right of,0
A1E3MR98PNWZBD,3,retest,The painting is right of Ali. Ali turns around. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,b70fd0cd-135e-45b2-9cc2-f17a7dd652a8,left of,right of,0
A1E3MR98PNWZBD,3,retest,The ball is BLANK the box. Ali moves the box. The ball doesn't move.,action_nonfollows,action_nonfollows_context,e31e6e5a-3ac6-4936-9ae5-7611f9233c51,far from,touching,1
A1E3MR98PNWZBD,3,retest,The ball is BLANK the box. Ali moves the box. The ball doesn't move.,action_nonfollows,action_nonfollows_context,e31e6e5a-3ac6-4936-9ae5-7611f9233c51,far from,touching,1
A1E3MR98PNWZBD,3,retest,The box is close to Ali. Ali throws the BLANK. The box is close to Ali.,action_nonfollows,action_nonfollows_context,cce2c8f9-2ca6-4851-93b5-e79efd0dfdae,ball,box,1
A1E3MR98PNWZBD,3,retest,The box is close to Ali. Ali throws the BLANK. The box is close to Ali.,action_nonfollows,action_nonfollows_context,cce2c8f9-2ca6-4851-93b5-e79efd0dfdae,ball,box,1
A1E3MR98PNWZBD,3,retest,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,c3057e2d-31be-47c0-bd12-9a1422d7f838,doesn't move,moves,1
A1E3MR98PNWZBD,3,retest,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,c3057e2d-31be-47c0-bd12-9a1422d7f838,doesn't move,moves,1
A1E3MR98PNWZBD,3,retest,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,d131310b-9566-4029-bfa8-6f106043b088,doesn't move,moves,1
A1E3MR98PNWZBD,3,retest,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,d131310b-9566-4029-bfa8-6f106043b088,doesn't move,moves,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is North of Mark. Mark goes BLANK. Milwaukee is Northwest of Mark.,two_refs_geocentric,two_refs_geocentric_context,6736be32-2bb0-4769-b8bb-7efa38642c5e,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is West of Ali facing East. Ali is East of Mark facing West. Mark is facing BLANK Ali.,two_refs_geocentric,two_refs_geocentric_target,7f836912-7107-4c82-a22b-c68b2acc46f0,towards,away from,1
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali. Mark turns right. Mark is East of Ali.,two_refs_geocentric,two_refs_geocentric_context,73fe68a5-7c2c-4504-9528-298de59f844e,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is facing BLANK and Ali is facing West. Mark turns around. Mark is facing West.,two_refs_geocentric,two_refs_geocentric_context,db51d454-79bf-4010-91a9-b3adc51e10e9,East,West,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes BLANK. Milwaukee is Southeast of Mark.,two_refs_geocentric,two_refs_geocentric_context,8a66063c-6c36-42cc-83d1-c2a017d1a2f8,West,East,0
A1I7H6RDJS4EKN,6,retest,Milwaukee is North of Mark. Mark goes East. Milwaukee is BLANK of Mark.,two_refs_geocentric,two_refs_geocentric_target,e0efa77a-4b07-4f93-b85d-92a2d81cd463,Northwest,Southeast,1
A1I7H6RDJS4EKN,6,retest,Mark and Ali are both directly East of Budapest. Mark walks North. Ali is BLANK of Mark.,two_refs_geocentric,two_refs_geocentric_target,32732c3a-dde6-4520-9e9f-43b586e802bc,South,North,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes West. Mark is BLANK of Milwaukee.,two_refs_geocentric,two_refs_geocentric_target,c325b8e3-d3ea-4643-8b50-364a6128aa4f,Northest,Southeast,1
A1I7H6RDJS4EKN,6,retest,Mark is North of Budapest and Ali is South of Budapest. Ali walks directly away from Mark. Ali is walking BLANK.,two_refs_geocentric,two_refs_geocentric_target,30c2fa5a-da23-4e62-b66c-01c6cc4ebf9d,South,North,1
A1I7H6RDJS4EKN,6,retest,Mark is facing North and Ali is facing BLANK. Mark turns 90 degrees to his right. Mark and Ali are facing the same direction.,two_refs_geocentric,two_refs_geocentric_context,4fce09f2-3af1-404f-967a-7a97cdd13388,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali facing East. Ali is West of Mark facing West. Mark is facing away from Ali.,two_refs_geocentric,two_refs_geocentric_context,672521bd-9b42-4dd1-881e-61a57b15e1e2,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is North of Budapest and Ali is South of Budapest. Ali walks directly BLANK Mark. Ali is walking South.,two_refs_geocentric,two_refs_geocentric_context,78cfaa82-d792-4a47-9003-e289b66847f7,away from,towards,1
A1I7H6RDJS4EKN,6,retest,Mark is East of Ali facing East. Ali is West of Mark facing West. Mark is facing BLANK Ali.,two_refs_geocentric,two_refs_geocentric_target,c4300110-c14f-4a8d-94b9-a56fbaf8aaa2,away from,towards,0
A1I7H6RDJS4EKN,6,retest,Mark is East of Budapest and Ali is West of Budapest. Ali walks directly towards Mark. Ali is heading BLANK.,two_refs_geocentric,two_refs_geocentric_target,8b88918b-f1dd-4784-8035-580b89674670,East,West,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,two_refs_geocentric,two_refs_geocentric_context,f640e853-3898-4c59-968f-d791a63880e1,West,East,0
A1I7H6RDJS4EKN,6,retest,Mark is facing East and Ali is facing BLANK. Mark turns 180 degrees. Mark and Ali are facing the same direction.,two_refs_geocentric,two_refs_geocentric_context,29ce0e92-abdd-461b-8acf-acfbadf91fd4,West,East,1
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali facing East. Ali is East of Mark facing West. Mark is facing towards Ali.,two_refs_geocentric,two_refs_geocentric_context,301d488b-e549-4394-b878-c0450833fda8,West,East,1
A1I7H6RDJS4EKN,6,retest,Mark is facing South and Ali is facing BLANK. Mark turns 90 degrees to his right. Mark and Ali are facing different directions.,two_refs_geocentric,two_refs_geocentric_context,a3bae960-5d51-4b49-9778-990829a6dc83,East,West,0
A1I7H6RDJS4EKN,6,retest,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,two_refs_geocentric,two_refs_geocentric_target,47f03e7f-1dc6-4da8-b460-eea5439b1842,North,South,1
A1I7H6RDJS4EKN,6,retest,Mark is East of Budapest and Ali is West of Budapest. Mark walks directly BLANK Ali. Mark is heading West.,two_refs_geocentric,two_refs_geocentric_context,ba0500a3-3783-4596-a2f8-fd3ca1e76486,towards,away from,1
A1I7H6RDJS4EKN,6,retest,Mark is facing North and Ali is facing East. Mark turns 90 degrees to his right. Mark and Ali are facing BLANK.,two_refs_geocentric,two_refs_geocentric_target,3e51fc15-6ee7-4bd4-b7c2-9313c2b75afa,the same direction,different directions,1
A1I7H6RDJS4EKN,6,retest,Mark is facing South and Ali is facing East. Mark turns 90 degrees to his right. Mark and Ali are facing BLANK.,two_refs_geocentric,two_refs_geocentric_target,1ce1f6fb-222f-4510-a6a8-dae9b9df2e6a,the same direction,different directions,0
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali. Mark turns right. Mark is East of Ali.,two_refs_geocentric,two_refs_geocentric_context,73fe68a5-7c2c-4504-9528-298de59f844e,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali. Mark turns right. Mark is East of Ali.,two_refs_geocentric,two_refs_geocentric_context,73fe68a5-7c2c-4504-9528-298de59f844e,East,West,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes BLANK. Milwaukee is Southeast of Mark.,two_refs_geocentric,two_refs_geocentric_context,8a66063c-6c36-42cc-83d1-c2a017d1a2f8,West,East,0
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes BLANK. Milwaukee is Southeast of Mark.,two_refs_geocentric,two_refs_geocentric_context,8a66063c-6c36-42cc-83d1-c2a017d1a2f8,West,East,0
A1I7H6RDJS4EKN,6,retest,Milwaukee is North of Mark. Mark goes East. Milwaukee is BLANK of Mark.,two_refs_geocentric,two_refs_geocentric_target,e0efa77a-4b07-4f93-b85d-92a2d81cd463,Northwest,Southeast,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is North of Mark. Mark goes East. Milwaukee is BLANK of Mark.,two_refs_geocentric,two_refs_geocentric_target,e0efa77a-4b07-4f93-b85d-92a2d81cd463,Northwest,Southeast,1
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali facing East. Ali is West of Mark facing West. Mark is facing away from Ali.,two_refs_geocentric,two_refs_geocentric_context,672521bd-9b42-4dd1-881e-61a57b15e1e2,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is BLANK of Ali facing East. Ali is West of Mark facing West. Mark is facing away from Ali.,two_refs_geocentric,two_refs_geocentric_context,672521bd-9b42-4dd1-881e-61a57b15e1e2,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is East of Ali facing East. Ali is West of Mark facing West. Mark is facing BLANK Ali.,two_refs_geocentric,two_refs_geocentric_target,c4300110-c14f-4a8d-94b9-a56fbaf8aaa2,away from,towards,1
A1I7H6RDJS4EKN,6,retest,Mark is East of Ali facing East. Ali is West of Mark facing West. Mark is facing BLANK Ali.,two_refs_geocentric,two_refs_geocentric_target,c4300110-c14f-4a8d-94b9-a56fbaf8aaa2,away from,towards,1
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,two_refs_geocentric,two_refs_geocentric_context,f640e853-3898-4c59-968f-d791a63880e1,West,East,0
A1I7H6RDJS4EKN,6,retest,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,two_refs_geocentric,two_refs_geocentric_context,f640e853-3898-4c59-968f-d791a63880e1,West,East,0
A1I7H6RDJS4EKN,6,retest,Mark is facing South and Ali is facing BLANK. Mark turns 90 degrees to his right. Mark and Ali are facing different directions.,two_refs_geocentric,two_refs_geocentric_context,a3bae960-5d51-4b49-9778-990829a6dc83,East,West,1
A1I7H6RDJS4EKN,6,retest,Mark is facing South and Ali is facing BLANK. Mark turns 90 degrees to his right. Mark and Ali are facing different directions.,two_refs_geocentric,two_refs_geocentric_context,a3bae960-5d51-4b49-9778-990829a6dc83,East,West,1
A1JCRM4FEUV2VQ,3,retest,The painting is left of Ali. Ali turns around. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,d7a5f10b-56f3-4321-a665-c2c94f57e605,right of,left of,1
A1JCRM4FEUV2VQ,3,retest,Chicago is right of Ali. Ali turns around. Chicago is BLANK Ali.,egocentric_distant,egocentric_distant_target,c942a4b4-8538-400d-8605-2a4f0bc000ef,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. Ali moves the box. The ball doesn't move.,action_nonfollows,action_nonfollows_context,e31e6e5a-3ac6-4936-9ae5-7611f9233c51,far from,touching,1
A1JCRM4FEUV2VQ,3,retest,The book is under the table. Ali moves the book. The table BLANK.,action_nonfollows,action_nonfollows_target,f5e611bf-a370-4ff7-91e4-b512b870c4b9,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,Chicago is BLANK Ali. Ali turns left. Chicago is left of Ali.,egocentric_distant,egocentric_distant_context,b2947cb8-21ca-4d3e-9666-765c88ecadbd,behind,in front of,1
A1JCRM4FEUV2VQ,3,retest,The baseball is close to Ali. Ali throws the baseball. The baseball is BLANK Ali.,action_follows,action_follows_target,c7e13c41-dd1f-4bd0-8e6b-903801880815,far from,close to,1
A1JCRM4FEUV2VQ,3,retest,The ball is close to Ali. Ali throws the BLANK. The ball is close to Ali.,action_nonfollows,action_nonfollows_context,bcc54a8d-4b9f-4a07-a261-1d87bfdc9634,box,ball,0
A1JCRM4FEUV2VQ,3,retest,The painting is right of Ali. Ali turns around. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,b70fd0cd-135e-45b2-9cc2-f17a7dd652a8,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon doesn't move.,action_nonfollows,action_nonfollows_context,f827d2d9-18d0-4d34-a155-7ec3d4f1b7ab,in,outside,0
A1JCRM4FEUV2VQ,3,retest,The book is BLANK the table. Ali moves the table. The book doesn't move.,action_nonfollows,action_nonfollows_context,c3e7a166-3f5b-47f1-b666-c3b03ceefd5c,under,on,1
A1JCRM4FEUV2VQ,3,retest,The box is close to Ali. Ali throws the BLANK. The box is close to Ali.,action_nonfollows,action_nonfollows_context,cce2c8f9-2ca6-4851-93b5-e79efd0dfdae,ball,box,1
A1JCRM4FEUV2VQ,3,retest,The ball is at the bottom of the ramp. Ali pushes the ball. The ball is at the BLANK of the ramp.,action_nonfollows,action_nonfollows_target,e2381bf9-9c62-4821-9eef-f3d59b881fd5,bottom,top of,0
A1JCRM4FEUV2VQ,3,retest,The wine glass is on the table. Ali bumps the BLANK. The wine doesn't spill.,action_nonfollows,action_nonfollows_context,f90f4149-7255-448b-bd8d-a1a900581ee6,lamp,table,0
A1JCRM4FEUV2VQ,3,retest,The glass and the cup are on the table. Ali pushes the cup off the table. The glass BLANK.,state_nonfollows,state_nonfollows_target,fac9293b-e5d3-48d0-9c01-8172f9647c13,doesn't break,breaks,1
A1JCRM4FEUV2VQ,3,retest,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,d131310b-9566-4029-bfa8-6f106043b088,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,Ali is facing BLANK Chicago. Ali turns right. Chicago is left of Ali.,egocentric_distant,egocentric_distant_context,d11f84d4-2104-4b0c-8891-39fe2409a5f7,towards,away from,0
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. The ball moves right. The ball is higher than the box.,action_nonfollows,action_nonfollows_context,b57e5c96-351b-42e3-9537-dcbb9d829e85,above,under,1
A1JCRM4FEUV2VQ,3,retest,The wall was painted BLANK ago. Ali touches the wall. Ali's hand is clean.,state_nonfollows,state_nonfollows_context,cb63063d-f349-44f8-a2b7-e1f7ad288aba,1 month,5 minutes,1
A1JCRM4FEUV2VQ,3,retest,The painting is in front of Ali. Ali turns right. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,f0714c55-5e03-4f80-8171-fb4af78e1ad8,left of,right of,0
A1JCRM4FEUV2VQ,3,retest,Ali is BLANK. Ali turns around. Ali is behind the statue.,action_nonfollows,action_nonfollows_context,cc306a89-3dc5-4910-aa0b-f2bddee9154d,behind the statue,in front of the statue,0
A1JCRM4FEUV2VQ,3,retest,The glass is on the table. Ali bumps the table. The glass BLANK.,state_follows,state_follows_target,ca2dc996-8318-492e-b057-cd6d42dc5072,breaks,doesn't break,1
A1JCRM4FEUV2VQ,3,retest,Chicago is BLANK Ali. Ali turns around. Chicago is right of Ali.,egocentric_distant,egocentric_distant_context,bd0f5cf2-1bf0-4afe-bd33-ce9732fbbc49,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,Ali is in front of the statue. Ali turns around. Ali is BLANK.,action_nonfollows,action_nonfollows_target,fa00c2c2-ffdb-4b5a-9376-7bde7e7326dd,in front of the statue,behind the statue,0
A1JCRM4FEUV2VQ,3,retest,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,c3057e2d-31be-47c0-bd12-9a1422d7f838,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,Chicago is BLANK Ali. Ali turns right. Chicago is right of Ali.,egocentric_distant,egocentric_distant_context,f7331836-b6ee-4bc7-b450-9586dd060445,behind,in front of,1
A1JCRM4FEUV2VQ,3,retest,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,state_nonfollows,state_nonfollows_target,f48a91e2-22e0-4c2b-b42a-6ec8df05393f,colder,warmer,0
A1JCRM4FEUV2VQ,3,retest,The ball is resting on top of the box. Ali pushes the box forward. The ball is BLANK the box.,action_nonfollows,action_nonfollows_target,ceb88882-eb68-49e1-9b86-416b6f09e1a3,on top of,below,1
A1JCRM4FEUV2VQ,3,retest,The painting is BLANK Ali. Ali turns right. The painting is left of Ali.,egocentric_near,egocentric_near_context,bda90b60-3995-46b6-8be8-5c2fcc765df7,in front of,behind,1
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. Ali pushes the box forward. The ball is inside the box.,action_nonfollows,action_nonfollows_context,d387b3c2-04e5-4c89-bff6-7469bbf38a5d,inside,outside,0
A1JCRM4FEUV2VQ,3,retest,Ali is facing BLANK Milwaukee. Ali turns 180 degrees. Ali is facing towards Milwaukee.,egocentric_distant,egocentric_distant_context,d18aa318-48f9-40be-b322-d4fcddd58fba,away from,towards,1
A1JCRM4FEUV2VQ,3,retest,Ali is facing away from Milwaukee. Ali turns 180 degrees. Ali is facing BLANK Milwaukee.,egocentric_distant,egocentric_distant_target,d96621cb-4925-459d-b156-27a8a3456a19,towards,away from,1
A1JCRM4FEUV2VQ,3,retest,The empty glass is on the table. Ali fills the BLANK halfway. The glass is dry.,state_nonfollows,state_nonfollows_context,e65ff7c3-4d74-494c-974e-af6694c8dbac,sink,glass,0
A1JCRM4FEUV2VQ,3,retest,The book is under the table. Ali moves the book. The table BLANK.,action_nonfollows,action_nonfollows_target,f5e611bf-a370-4ff7-91e4-b512b870c4b9,doesn't move,moves,1
A1JCRM4FEUV2VQ,3,retest,The book is under the table. Ali moves the book. The table BLANK.,action_nonfollows,action_nonfollows_target,f5e611bf-a370-4ff7-91e4-b512b870c4b9,doesn't move,moves,1
A1JCRM4FEUV2VQ,3,retest,The ball is close to Ali. Ali throws the BLANK. The ball is close to Ali.,action_nonfollows,action_nonfollows_context,bcc54a8d-4b9f-4a07-a261-1d87bfdc9634,box,ball,0
A1JCRM4FEUV2VQ,3,retest,The ball is close to Ali. Ali throws the BLANK. The ball is close to Ali.,action_nonfollows,action_nonfollows_context,bcc54a8d-4b9f-4a07-a261-1d87bfdc9634,box,ball,0
A1JCRM4FEUV2VQ,3,retest,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon doesn't move.,action_nonfollows,action_nonfollows_context,f827d2d9-18d0-4d34-a155-7ec3d4f1b7ab,in,outside,1
A1JCRM4FEUV2VQ,3,retest,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon doesn't move.,action_nonfollows,action_nonfollows_context,f827d2d9-18d0-4d34-a155-7ec3d4f1b7ab,in,outside,1
A1JCRM4FEUV2VQ,3,retest,The box is close to Ali. Ali throws the BLANK. The box is close to Ali.,action_nonfollows,action_nonfollows_context,cce2c8f9-2ca6-4851-93b5-e79efd0dfdae,ball,box,1
A1JCRM4FEUV2VQ,3,retest,The box is close to Ali. Ali throws the BLANK. The box is close to Ali.,action_nonfollows,action_nonfollows_context,cce2c8f9-2ca6-4851-93b5-e79efd0dfdae,ball,box,1
A1JCRM4FEUV2VQ,3,retest,The ball is at the bottom of the ramp. Ali pushes the ball. The ball is at the BLANK of the ramp.,action_nonfollows,action_nonfollows_target,e2381bf9-9c62-4821-9eef-f3d59b881fd5,bottom,top of,0
A1JCRM4FEUV2VQ,3,retest,The ball is at the bottom of the ramp. Ali pushes the ball. The ball is at the BLANK of the ramp.,action_nonfollows,action_nonfollows_target,e2381bf9-9c62-4821-9eef-f3d59b881fd5,bottom,top of,0
A1JCRM4FEUV2VQ,3,retest,The wine glass is on the table. Ali bumps the BLANK. The wine doesn't spill.,action_nonfollows,action_nonfollows_context,f90f4149-7255-448b-bd8d-a1a900581ee6,lamp,table,0
A1JCRM4FEUV2VQ,3,retest,The wine glass is on the table. Ali bumps the BLANK. The wine doesn't spill.,action_nonfollows,action_nonfollows_context,f90f4149-7255-448b-bd8d-a1a900581ee6,lamp,table,0
A1JCRM4FEUV2VQ,3,retest,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,d131310b-9566-4029-bfa8-6f106043b088,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,d131310b-9566-4029-bfa8-6f106043b088,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,Ali is facing BLANK Chicago. Ali turns right. Chicago is left of Ali.,egocentric_distant,egocentric_distant_context,d11f84d4-2104-4b0c-8891-39fe2409a5f7,towards,away from,1
A1JCRM4FEUV2VQ,3,retest,Ali is facing BLANK Chicago. Ali turns right. Chicago is left of Ali.,egocentric_distant,egocentric_distant_context,d11f84d4-2104-4b0c-8891-39fe2409a5f7,towards,away from,1
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. The ball moves right. The ball is higher than the box.,action_nonfollows,action_nonfollows_context,b57e5c96-351b-42e3-9537-dcbb9d829e85,above,under,1
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. The ball moves right. The ball is higher than the box.,action_nonfollows,action_nonfollows_context,b57e5c96-351b-42e3-9537-dcbb9d829e85,above,under,1
A1JCRM4FEUV2VQ,3,retest,The wall was painted BLANK ago. Ali touches the wall. Ali's hand is clean.,state_nonfollows,state_nonfollows_context,cb63063d-f349-44f8-a2b7-e1f7ad288aba,1 month,5 minutes,1
A1JCRM4FEUV2VQ,3,retest,The wall was painted BLANK ago. Ali touches the wall. Ali's hand is clean.,state_nonfollows,state_nonfollows_context,cb63063d-f349-44f8-a2b7-e1f7ad288aba,1 month,5 minutes,1
A1JCRM4FEUV2VQ,3,retest,The painting is in front of Ali. Ali turns right. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,f0714c55-5e03-4f80-8171-fb4af78e1ad8,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,The painting is in front of Ali. Ali turns right. The painting is BLANK Ali.,egocentric_near,egocentric_near_target,f0714c55-5e03-4f80-8171-fb4af78e1ad8,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,Ali is BLANK. Ali turns around. Ali is behind the statue.,action_nonfollows,action_nonfollows_context,cc306a89-3dc5-4910-aa0b-f2bddee9154d,behind the statue,in front of the statue,0
A1JCRM4FEUV2VQ,3,retest,Ali is BLANK. Ali turns around. Ali is behind the statue.,action_nonfollows,action_nonfollows_context,cc306a89-3dc5-4910-aa0b-f2bddee9154d,behind the statue,in front of the statue,0
A1JCRM4FEUV2VQ,3,retest,Chicago is BLANK Ali. Ali turns around. Chicago is right of Ali.,egocentric_distant,egocentric_distant_context,bd0f5cf2-1bf0-4afe-bd33-ce9732fbbc49,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,Chicago is BLANK Ali. Ali turns around. Chicago is right of Ali.,egocentric_distant,egocentric_distant_context,bd0f5cf2-1bf0-4afe-bd33-ce9732fbbc49,left of,right of,1
A1JCRM4FEUV2VQ,3,retest,Ali is in front of the statue. Ali turns around. Ali is BLANK.,action_nonfollows,action_nonfollows_target,fa00c2c2-ffdb-4b5a-9376-7bde7e7326dd,in front of the statue,behind the statue,0
A1JCRM4FEUV2VQ,3,retest,Ali is in front of the statue. Ali turns around. Ali is BLANK.,action_nonfollows,action_nonfollows_target,fa00c2c2-ffdb-4b5a-9376-7bde7e7326dd,in front of the statue,behind the statue,0
A1JCRM4FEUV2VQ,3,retest,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,c3057e2d-31be-47c0-bd12-9a1422d7f838,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,action_nonfollows,action_nonfollows_target,c3057e2d-31be-47c0-bd12-9a1422d7f838,doesn't move,moves,0
A1JCRM4FEUV2VQ,3,retest,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,state_nonfollows,state_nonfollows_target,f48a91e2-22e0-4c2b-b42a-6ec8df05393f,colder,warmer,0
A1JCRM4FEUV2VQ,3,retest,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,state_nonfollows,state_nonfollows_target,f48a91e2-22e0-4c2b-b42a-6ec8df05393f,colder,warmer,0
A1JCRM4FEUV2VQ,3,retest,The painting is BLANK Ali. Ali turns right. The painting is left of Ali.,egocentric_near,egocentric_near_context,bda90b60-3995-46b6-8be8-5c2fcc765df7,in front of,behind,1
A1JCRM4FEUV2VQ,3,retest,The painting is BLANK Ali. Ali turns right. The painting is left of Ali.,egocentric_near,egocentric_near_context,bda90b60-3995-46b6-8be8-5c2fcc765df7,in front of,behind,1
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. Ali pushes the box forward. The ball is inside the box.,action_nonfollows,action_nonfollows_context,d387b3c2-04e5-4c89-bff6-7469bbf38a5d,inside,outside,0
A1JCRM4FEUV2VQ,3,retest,The ball is BLANK the box. Ali pushes the box forward. The ball is inside the box.,action_nonfollows,action_nonfollows_context,d387b3c2-04e5-4c89-bff6-7469bbf38a5d,inside,outside,0
A1JCRM4FEUV2VQ,3,retest,Ali is facing BLANK Milwaukee. Ali turns 180 degrees. Ali is facing towards Milwaukee.,egocentric_distant,egocentric_distant_context,d18aa318-48f9-40be-b322-d4fcddd58fba,away from,towards,1
