prompt,category,prompt_type,category_type,correct_res,incorrect_res,group_id,uuid,filled_prompt,accuracy,space_rt_correct,choice_rt_correct,retest_1_accuracy,retest_2_accuracy,retest_delta,gpt_4_accuracy,gpt_4_1_accuracy,gpt_4_o_accuracy,o3_accuracy,gemma_27b_logit_diff,gemma_2_2b_logit_diff,gemma_2_2b_it_logit_diff,trigram_freq,prompt_length,qk_gemma2_2b_it_L0_H0,qk_gemma2_2b_it_L0_H1,qk_gemma2_2b_it_L0_H2,qk_gemma2_2b_it_L0_H3,qk_gemma2_2b_it_L1_H0,qk_gemma2_2b_it_L1_H1,qk_gemma2_2b_it_L1_H2,qk_gemma2_2b_it_L1_H3,qk_gemma2_2b_it_L2_H0,qk_gemma2_2b_it_L2_H1,qk_gemma2_2b_it_L2_H2,qk_gemma2_2b_it_L2_H3,qk_gemma2_2b_it_L3_H0,qk_gemma2_2b_it_L3_H1,qk_gemma2_2b_it_L3_H2,qk_gemma2_2b_it_L3_H3,qk_gemma2_2b_it_L4_H0,qk_gemma2_2b_it_L4_H1,qk_gemma2_2b_it_L4_H2,qk_gemma2_2b_it_L4_H3,qk_gemma2_2b_it_L5_H0,qk_gemma2_2b_it_L5_H1,qk_gemma2_2b_it_L5_H2,qk_gemma2_2b_it_L5_H3,qk_gemma2_2b_it_L6_H0,qk_gemma2_2b_it_L6_H1,qk_gemma2_2b_it_L6_H2,qk_gemma2_2b_it_L6_H3,qk_gemma2_2b_it_L7_H0,qk_gemma2_2b_it_L7_H1,qk_gemma2_2b_it_L7_H2,qk_gemma2_2b_it_L7_H3,qk_gemma2_2b_it_L8_H0,qk_gemma2_2b_it_L8_H1,qk_gemma2_2b_it_L8_H2,qk_gemma2_2b_it_L8_H3,qk_gemma2_2b_it_L9_H0,qk_gemma2_2b_it_L9_H1,qk_gemma2_2b_it_L9_H2,qk_gemma2_2b_it_L9_H3,qk_gemma2_2b_it_L10_H0,qk_gemma2_2b_it_L10_H1,qk_gemma2_2b_it_L10_H2,qk_gemma2_2b_it_L10_H3,qk_gemma2_2b_it_L11_H0,qk_gemma2_2b_it_L11_H1,qk_gemma2_2b_it_L11_H2,qk_gemma2_2b_it_L11_H3,qk_gemma2_2b_it_L12_H0,qk_gemma2_2b_it_L12_H1,qk_gemma2_2b_it_L12_H2,qk_gemma2_2b_it_L12_H3,qk_gemma2_2b_it_L13_H0,qk_gemma2_2b_it_L13_H1,qk_gemma2_2b_it_L13_H2,qk_gemma2_2b_it_L13_H3,qk_gemma2_2b_it_L14_H0,qk_gemma2_2b_it_L14_H1,qk_gemma2_2b_it_L14_H2,qk_gemma2_2b_it_L14_H3,qk_gemma2_2b_it_L15_H0,qk_gemma2_2b_it_L15_H1,qk_gemma2_2b_it_L15_H2,qk_gemma2_2b_it_L15_H3,qk_gemma2_2b_it_L16_H0,qk_gemma2_2b_it_L16_H1,qk_gemma2_2b_it_L16_H2,qk_gemma2_2b_it_L16_H3,qk_gemma2_2b_it_L17_H0,qk_gemma2_2b_it_L17_H1,qk_gemma2_2b_it_L17_H2,qk_gemma2_2b_it_L17_H3,qk_gemma2_2b_it_L18_H0,qk_gemma2_2b_it_L18_H1,qk_gemma2_2b_it_L18_H2,qk_gemma2_2b_it_L18_H3,qk_gemma2_2b_it_L19_H0,qk_gemma2_2b_it_L19_H1,qk_gemma2_2b_it_L19_H2,qk_gemma2_2b_it_L19_H3,qk_gemma2_2b_it_L20_H0,qk_gemma2_2b_it_L20_H1,qk_gemma2_2b_it_L20_H2,qk_gemma2_2b_it_L20_H3,qk_gemma2_2b_it_L21_H0,qk_gemma2_2b_it_L21_H1,qk_gemma2_2b_it_L21_H2,qk_gemma2_2b_it_L21_H3,qk_gemma2_2b_it_L22_H0,qk_gemma2_2b_it_L22_H1,qk_gemma2_2b_it_L22_H2,qk_gemma2_2b_it_L22_H3,qk_gemma2_2b_it_L23_H0,qk_gemma2_2b_it_L23_H1,qk_gemma2_2b_it_L23_H2,qk_gemma2_2b_it_L23_H3,prompt_key,filled_prompt_key,n_obs_round_1,n_obs_round_2
Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,egocentric_distant,context,egocentric_distant_context,left,right,83222ab8-a0d0-461e-ba1e-8ff927d09e67,0750fd63-cf47-440e-b7a4-8a5f610d3264,Chicago is to Ali's left. Ali turns left. Ali is facing towards Chicago.,0.6875,4113.03749982989,5471.60000017728,0.25,0.5,0.375,0,0,1,1,-1.125,1.0,0.1125,4.429333333333333,72,0.60546875,0.030517578125,-2.78125,-0.046142578125,-0.72265625,0.419921875,-0.5625,-0.32421875,-0.7734375,0.376953125,-0.326171875,-0.1689453125,-0.404296875,1.0078125,-1.1484375,-0.55078125,-0.36328125,0.111328125,0.1572265625,0.322265625,-0.177734375,0.515625,-0.53515625,-0.01177978515625,-0.10009765625,0.06201171875,-0.1884765625,-0.11328125,0.224609375,-0.44921875,-0.13671875,0.36328125,-0.56640625,-0.2177734375,0.095703125,-0.13671875,0.1279296875,-0.60546875,-0.369140625,0.1337890625,0.2080078125,-0.2412109375,-0.26171875,0.330078125,-0.41015625,0.0264892578125,0.6171875,-0.5703125,0.365234375,-0.134765625,0.08154296875,0.5078125,0.1455078125,-0.357421875,-0.28125,-0.150390625,-0.466796875,0.2333984375,-1.203125,-0.0140380859375,-1.5703125,-0.224609375,0.6875,0.640625,0.625,0.421875,-0.0198974609375,0.030517578125,-0.330078125,0.08642578125,0.90234375,0.39453125,0.111328125,-0.453125,-0.11279296875,-0.03125,-0.62890625,0.65234375,0.2177734375,0.228515625,-0.201171875,-0.09033203125,0.138671875,-0.251953125,0.185546875,-0.203125,-0.6640625,0.80078125,-0.201171875,-0.224609375,-0.357421875,-0.09130859375,0.2021484375,-0.8203125,0.1376953125,-0.451171875,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,Chicago is to Ali's left. Ali turns left. Ali is facing towards Chicago.,16,20
Chicago is to Ali's BLANK. Ali turns right. Ali is facing away from Chicago.,egocentric_distant,context,egocentric_distant_context,left,right,f9d0da6e-4897-48df-958d-14bcf329f702,5e9dd12e-8bb9-47fb-b660-e16adaeb2857,Chicago is to Ali's left. Ali turns right. Ali is facing away from Chicago.,0.909090909090909,5691.48888873919,4387.13636362714,,,,0,0,1,1,1.75,0.0,0.0284090909090909,4.483125000000001,75,0.609375,0.0205078125,-2.78125,-0.06787109375,-0.73828125,0.392578125,-0.59765625,-0.349609375,-0.76171875,0.376953125,-0.31640625,-0.208984375,-0.40625,0.99609375,-1.1171875,-0.53515625,-0.3671875,0.1201171875,0.1640625,0.32421875,-0.173828125,0.53515625,-0.53125,-0.031982421875,-0.1044921875,0.08056640625,-0.1748046875,-0.138671875,0.193359375,-0.44140625,-0.1396484375,0.357421875,-0.59375,-0.2373046875,0.10400390625,-0.1533203125,0.1044921875,-0.60546875,-0.408203125,0.12451171875,0.1923828125,-0.240234375,-0.271484375,0.34375,-0.419921875,0.052001953125,0.61328125,-0.53125,0.3125,-0.193359375,0.076171875,0.474609375,0.1416015625,-0.35546875,-0.271484375,-0.1376953125,-0.478515625,0.2333984375,-1.109375,-0.03662109375,-1.59375,-0.18359375,0.66796875,0.65625,0.61328125,0.43359375,-0.054931640625,0.052978515625,-0.3359375,0.08056640625,0.890625,0.400390625,0.115234375,-0.453125,-0.08740234375,-0.001708984375,-0.65234375,0.671875,0.2197265625,0.2158203125,-0.2138671875,-0.07421875,0.11279296875,-0.2353515625,0.1845703125,-0.1796875,-0.65234375,0.8046875,-0.2001953125,-0.1943359375,-0.34765625,-0.1103515625,0.21875,-0.83203125,0.1044921875,-0.47265625,Chicago is to Ali's BLANK. Ali turns right. Ali is facing away from Chicago.,Chicago is to Ali's left. Ali turns right. Ali is facing away from Chicago.,22,0
Mark and Ali are both directly East of Budapest. Mark walks BLANK. Ali is South of Mark.,two_refs_geocentric,context,two_refs_geocentric_context,North,South,1cf5eafd-15da-41d9-9992-1ca25e13dd4c,1aec3e61-12e1-4aa2-93e2-bf7f052ea91c,Mark and Ali are both directly East of Budapest. Mark walks North. Ali is South of Mark.,0.909090909090909,5593.9545453256,6094.49166670205,,,,1,0,1,1,2.125,0.0,-0.346590909090909,4.367777777777778,88,0.5703125,0.03515625,-2.765625,-0.033935546875,-0.62890625,0.412109375,-0.56640625,-0.275390625,-0.85546875,0.46875,-0.232421875,-0.1806640625,-0.38671875,1.078125,-1.140625,-0.388671875,-0.287109375,0.130859375,0.193359375,0.23828125,-0.2021484375,0.6015625,-0.7421875,0.048583984375,-0.150390625,0.0556640625,-0.291015625,0.0252685546875,0.267578125,-0.279296875,-0.240234375,0.28125,-0.68359375,-0.1953125,0.08349609375,-0.037109375,0.12255859375,-0.78515625,-0.34375,0.1484375,0.22265625,-0.23828125,-0.3359375,0.341796875,-0.3828125,-0.052001953125,0.6875,-0.625,0.337890625,-0.09375,0.07861328125,0.349609375,0.1728515625,-0.2890625,-0.248046875,-0.263671875,-0.50390625,0.328125,-0.98046875,-0.048828125,-1.5703125,-0.15234375,0.6875,0.52734375,0.58203125,0.439453125,0.029296875,0.19921875,-0.373046875,0.16796875,0.9140625,0.48046875,0.126953125,-0.5078125,0.041259765625,0.1298828125,-0.63671875,0.71484375,0.40625,0.2431640625,-0.2314453125,-0.11279296875,0.1494140625,-0.0137939453125,0.1337890625,-0.220703125,-0.51953125,0.828125,-0.263671875,-0.2158203125,-0.46484375,-0.08935546875,0.1728515625,-0.76171875,0.0732421875,-0.5390625,Mark and Ali are both directly East of Budapest. Mark walks BLANK. Ali is South of Mark.,Mark and Ali are both directly East of Budapest. Mark walks North. Ali is South of Mark.,22,0
Mark and Ali are both directly West of Budapest. Mark walks BLANK. Ali is North of Mark.,two_refs_geocentric,context,two_refs_geocentric_context,South,North,e0e42831-78e0-4555-af62-7457e10ca767,b02292f4-7761-45aa-8538-07cd53291500,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is North of Mark.,0.866666666666667,9237.55384609949,2403.36666668548,,,,1,0,0,0,4.625,0.0,-0.139393939393939,4.368888888888889,88,0.57421875,0.0311279296875,-2.765625,-0.02734375,-0.6328125,0.41015625,-0.5625,-0.27734375,-0.85546875,0.46484375,-0.259765625,-0.171875,-0.380859375,1.0546875,-1.1484375,-0.400390625,-0.294921875,0.1328125,0.1826171875,0.248046875,-0.1953125,0.59375,-0.72265625,0.044677734375,-0.1328125,0.02783203125,-0.28515625,-0.00131988525390625,0.26171875,-0.30078125,-0.2314453125,0.32421875,-0.69921875,-0.1376953125,0.0888671875,-0.0299072265625,0.12109375,-0.78515625,-0.3359375,0.1572265625,0.2158203125,-0.2421875,-0.322265625,0.328125,-0.38671875,-0.0625,0.69140625,-0.6328125,0.337890625,-0.125,0.0849609375,0.3671875,0.177734375,-0.296875,-0.25,-0.259765625,-0.51171875,0.31640625,-0.98828125,-0.05029296875,-1.5859375,-0.1474609375,0.6875,0.55859375,0.58984375,0.455078125,0.028076171875,0.2001953125,-0.384765625,0.1767578125,0.91796875,0.4609375,0.125,-0.498046875,0.03271484375,0.173828125,-0.64453125,0.70703125,0.384765625,0.2392578125,-0.2236328125,-0.1064453125,0.140625,-0.0107421875,0.12109375,-0.224609375,-0.5234375,0.82421875,-0.275390625,-0.2177734375,-0.466796875,-0.0830078125,0.1669921875,-0.765625,0.10498046875,-0.546875,Mark and Ali are both directly West of Budapest. Mark walks BLANK. Ali is North of Mark.,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is North of Mark.,15,0
Mark and Ali are both facing BLANK. Ali turns to his left. Ali is facing away from Mark.,two_refs_egocentric,context,two_refs_egocentric_context,right,left,3ee06635-6bfb-4e68-a7d8-d5a766053beb,0af1119d-9652-4176-bee8-91eb6bacad4d,Mark and Ali are both facing right. Ali turns to his left. Ali is facing away from Mark.,0.428571428571429,3587.06666659812,3148.53333338102,0.6,1.0,0.714285714285714,1,1,0,0,2.25,-1.0,0.0952380952380953,4.548421052631579,88,0.609375,0.036376953125,-2.796875,-0.038818359375,-0.7578125,0.38671875,-0.56640625,-0.380859375,-0.75,0.435546875,-0.330078125,-0.2119140625,-0.38671875,1.09375,-1.09375,-0.5,-0.3515625,0.1435546875,0.17578125,0.294921875,-0.171875,0.51171875,-0.578125,0.021728515625,-0.1708984375,0.0302734375,-0.27734375,-0.142578125,0.1865234375,-0.296875,-0.1005859375,0.30859375,-0.6953125,-0.259765625,0.044921875,-0.09130859375,0.07958984375,-0.65625,-0.400390625,0.09912109375,0.19921875,-0.22265625,-0.328125,0.37890625,-0.423828125,0.01470947265625,0.61328125,-0.6015625,0.27734375,-0.263671875,0.064453125,0.41796875,0.1494140625,-0.314453125,-0.259765625,-0.1650390625,-0.58984375,0.404296875,-0.984375,-0.06005859375,-1.625,-0.09619140625,0.6640625,0.62890625,0.6875,0.4453125,-0.06494140625,0.1767578125,-0.431640625,0.17578125,0.97265625,0.375,0.13671875,-0.470703125,-0.08251953125,0.1181640625,-0.5703125,0.671875,0.34375,0.263671875,-0.19140625,-0.09326171875,0.07958984375,-0.072265625,0.189453125,-0.189453125,-0.45703125,0.765625,-0.33203125,-0.1484375,-0.49609375,-0.05224609375,0.1767578125,-0.859375,0.044677734375,-0.54296875,Mark and Ali are both facing BLANK. Ali turns to his left. Ali is facing away from Mark.,Mark and Ali are both facing right. Ali turns to his left. Ali is facing away from Mark.,21,14
Mark and Ali are both facing BLANK. Ali turns to his right. Ali is facing away from Mark.,two_refs_egocentric,context,two_refs_egocentric_context,left,right,29663c72-0b15-4907-88c3-bd660fbc97a4,7df32e98-c6ec-4362-9615-aed868e66f99,Mark and Ali are both facing left. Ali turns to his right. Ali is facing away from Mark.,0.625,6131.81250057882,6067.64285716361,0.6,1.0,0.75,0,0,0,0,2.25,0.0,-0.125,4.576315789473684,88,0.60546875,0.02001953125,-2.796875,-0.0458984375,-0.76171875,0.369140625,-0.5703125,-0.3828125,-0.76171875,0.44140625,-0.306640625,-0.22265625,-0.384765625,1.09375,-1.0859375,-0.50390625,-0.3515625,0.13671875,0.1708984375,0.296875,-0.1708984375,0.5234375,-0.58984375,0.01544189453125,-0.1640625,0.0252685546875,-0.283203125,-0.16015625,0.1806640625,-0.30078125,-0.11376953125,0.306640625,-0.6875,-0.26953125,0.050048828125,-0.10498046875,0.08203125,-0.6484375,-0.416015625,0.10791015625,0.1982421875,-0.2275390625,-0.333984375,0.376953125,-0.431640625,0.00653076171875,0.609375,-0.59765625,0.2734375,-0.267578125,0.054931640625,0.41015625,0.1552734375,-0.30859375,-0.25390625,-0.169921875,-0.5859375,0.408203125,-0.98046875,-0.06884765625,-1.6484375,-0.09716796875,0.66015625,0.625,0.68359375,0.435546875,-0.054931640625,0.18359375,-0.419921875,0.1728515625,0.9765625,0.384765625,0.13671875,-0.47265625,-0.07373046875,0.0947265625,-0.546875,0.67578125,0.34765625,0.2578125,-0.197265625,-0.09716796875,0.080078125,-0.08740234375,0.185546875,-0.19140625,-0.462890625,0.7734375,-0.328125,-0.1484375,-0.494140625,-0.06640625,0.185546875,-0.8515625,0.041259765625,-0.52734375,Mark and Ali are both facing BLANK. Ali turns to his right. Ali is facing away from Mark.,Mark and Ali are both facing left. Ali turns to his right. Ali is facing away from Mark.,16,18
Mark and Ali are facing BLANK eachother. Mark turns around. Ali is facing away from Mark.,two_refs_egocentric,context,two_refs_egocentric_context,away from,towards,2c401bc8-165e-4560-897a-4efd07a1d871,9f2a971f-7891-4d55-82e4-80ab3569a28c,Mark and Ali are facing away from eachother. Mark turns around. Ali is facing away from Mark.,0.19047619047619,684.000000029802,2336.80000001192,0.2,0.5,0.333333333333333,0,0,0,0,-9.75,0.0,0.35952380952381,4.263888888888889,93,0.609375,0.061279296875,-2.65625,-0.052490234375,-0.734375,0.328125,-0.55078125,-0.40234375,-0.78125,0.447265625,-0.369140625,-0.287109375,-0.3828125,1.0390625,-1.1484375,-0.5390625,-0.3515625,0.0869140625,0.21484375,0.2734375,-0.173828125,0.515625,-0.62109375,-0.0213623046875,-0.11865234375,-0.02587890625,-0.322265625,-0.032958984375,0.185546875,-0.30859375,-0.0654296875,0.28125,-0.65625,-0.30859375,0.0311279296875,-0.026611328125,0.126953125,-0.7890625,-0.404296875,0.1044921875,0.19921875,-0.23046875,-0.333984375,0.29296875,-0.44140625,-0.0107421875,0.69921875,-0.5546875,0.3046875,-0.1328125,0.09375,0.56640625,0.1396484375,-0.28125,-0.310546875,-0.236328125,-0.55859375,0.384765625,-0.9765625,-0.043212890625,-1.6953125,-0.1259765625,0.70703125,0.58203125,0.63671875,0.5078125,-0.014404296875,0.236328125,-0.396484375,0.205078125,0.9453125,0.447265625,0.07763671875,-0.54296875,-0.0225830078125,0.15234375,-0.5390625,0.74609375,0.271484375,0.193359375,-0.185546875,-0.0869140625,0.11572265625,-0.1328125,0.1748046875,-0.296875,-0.48828125,0.72265625,-0.361328125,-0.16015625,-0.546875,-0.10986328125,0.1767578125,-0.81640625,0.054931640625,-0.486328125,Mark and Ali are facing BLANK eachother. Mark turns around. Ali is facing away from Mark.,Mark and Ali are facing away from eachother. Mark turns around. Ali is facing away from Mark.,21,22
Mark is BLANK Ali. Ali turns around. Ali is facing away from Mark.,two_refs_egocentric,context,two_refs_egocentric_context,in front of,behind,7d763a8b-1fd6-45de-bddb-d1b217efe0d7,996ddd95-7162-4ee7-8690-98c78b9d6561,Mark is in front of Ali. Ali turns around. Ali is facing away from Mark.,0.818181818181818,3735.0142858816,5020.4666666612,,,,0,0,1,1,-9.25,0.0,-0.0056818181818182,4.5525,72,0.59375,0.07470703125,-2.734375,-0.046142578125,-0.7109375,0.328125,-0.56640625,-0.396484375,-0.75,0.396484375,-0.3515625,-0.1943359375,-0.396484375,1.0390625,-1.1015625,-0.51953125,-0.400390625,0.16796875,0.1552734375,0.275390625,-0.1953125,0.48828125,-0.5625,-0.0189208984375,-0.08984375,0.0126953125,-0.294921875,-0.12060546875,0.2431640625,-0.359375,-0.0306396484375,0.2734375,-0.69921875,-0.2392578125,0.1015625,-0.1513671875,0.1015625,-0.66796875,-0.3984375,0.032958984375,0.189453125,-0.2890625,-0.314453125,0.25,-0.421875,0.0810546875,0.6796875,-0.58203125,0.349609375,-0.158203125,0.134765625,0.546875,0.10205078125,-0.26953125,-0.27734375,-0.1767578125,-0.4609375,0.240234375,-0.96484375,-0.0908203125,-1.6015625,-0.2060546875,0.66796875,0.5859375,0.6953125,0.51171875,-0.12109375,0.1748046875,-0.29296875,0.2578125,0.953125,0.40234375,0.14453125,-0.5703125,-0.1484375,0.1357421875,-0.484375,0.69140625,0.3359375,0.248046875,-0.1787109375,-0.1142578125,0.07080078125,-0.2060546875,0.2294921875,-0.337890625,-0.50390625,0.796875,-0.2578125,-0.22265625,-0.478515625,-0.1279296875,0.2578125,-0.75390625,0.1142578125,-0.40234375,Mark is BLANK Ali. Ali turns around. Ali is facing away from Mark.,Mark is in front of Ali. Ali turns around. Ali is facing away from Mark.,22,0
Mark is BLANK Ali. Ali turns around. Ali is facing towards Mark.,two_refs_egocentric,context,two_refs_egocentric_context,behind,in front of,771e9b17-7d24-4977-913f-e650a0a2df3a,9e1aee41-4f39-40e2-b2ea-b7b448ee3d6d,Mark is behind Ali. Ali turns around. Ali is facing towards Mark.,0.933333333333333,4643.58333331998,3966.30769230296,,,,1,1,1,1,-3.625,0.0,-0.0242424242424243,4.354615384615385,65,0.5859375,0.060302734375,-2.75,-0.03564453125,-0.703125,0.330078125,-0.53515625,-0.369140625,-0.7578125,0.40234375,-0.337890625,-0.181640625,-0.40234375,1.0390625,-1.125,-0.53125,-0.40625,0.142578125,0.15234375,0.275390625,-0.201171875,0.4765625,-0.55859375,-0.0225830078125,-0.07763671875,-0.0012664794921875,-0.314453125,-0.07275390625,0.244140625,-0.328125,-0.038818359375,0.30078125,-0.67578125,-0.1767578125,0.12890625,-0.11572265625,0.1298828125,-0.6796875,-0.380859375,0.05029296875,0.1943359375,-0.275390625,-0.275390625,0.255859375,-0.408203125,0.0184326171875,0.68359375,-0.58984375,0.38671875,-0.166015625,0.146484375,0.52734375,0.11572265625,-0.267578125,-0.251953125,-0.21484375,-0.43359375,0.2216796875,-1.0234375,-0.04296875,-1.6171875,-0.185546875,0.64453125,0.58984375,0.71875,0.4921875,-0.08544921875,0.181640625,-0.25,0.26171875,0.96484375,0.380859375,0.1455078125,-0.55859375,-0.197265625,0.1201171875,-0.447265625,0.71875,0.33203125,0.271484375,-0.1943359375,-0.125,0.08447265625,-0.1904296875,0.2197265625,-0.30859375,-0.53125,0.77734375,-0.2451171875,-0.2216796875,-0.46484375,-0.11572265625,0.23046875,-0.7578125,0.150390625,-0.408203125,Mark is BLANK Ali. Ali turns around. Ali is facing towards Mark.,Mark is behind Ali. Ali turns around. Ali is facing towards Mark.,15,0
Mark is BLANK Ali. Mark walks backwards. Mark is getting further from Ali.,two_refs_egocentric,context,two_refs_egocentric_context,behind,in front of,7c4dd56f-d780-4ee2-8921-f52b16af982d,c2ee74e5-16de-4279-a23a-acbd7ca7713a,Mark is behind Ali. Mark walks backwards. Mark is getting further from Ali.,0.476190476190476,3078.18571441514,3892.64285709177,0.8,1.0,0.833333333333333,0,0,1,1,3.625,0.0,0.142857142857143,4.453571428571428,75,0.6171875,0.026611328125,-2.765625,-0.051025390625,-0.71875,0.345703125,-0.58984375,-0.369140625,-0.72265625,0.404296875,-0.35546875,-0.1796875,-0.396484375,1.03125,-1.09375,-0.55859375,-0.3984375,0.173828125,0.1474609375,0.2890625,-0.2060546875,0.5078125,-0.55859375,0.0086669921875,-0.08251953125,0.07275390625,-0.271484375,0.034912109375,0.205078125,-0.333984375,-0.078125,0.3125,-0.6796875,-0.302734375,0.123046875,-0.142578125,0.140625,-0.671875,-0.44921875,0.059814453125,0.201171875,-0.228515625,-0.251953125,0.34375,-0.40234375,0.037353515625,0.75,-0.490234375,0.353515625,-0.005645751953125,0.09814453125,0.44921875,0.09912109375,-0.2578125,-0.2421875,-0.2177734375,-0.5,0.1962890625,-0.96484375,-0.049072265625,-1.65625,-0.16015625,0.6171875,0.53125,0.62109375,0.484375,-0.0286865234375,0.0556640625,-0.359375,0.27734375,0.94921875,0.349609375,0.1337890625,-0.51953125,-0.19140625,0.0390625,-0.4453125,0.65625,0.3984375,0.28125,-0.197265625,-0.1396484375,0.09326171875,-0.1259765625,0.1875,-0.2734375,-0.5546875,0.78515625,-0.30859375,-0.2314453125,-0.57421875,-0.1318359375,0.228515625,-0.76171875,0.119140625,-0.416015625,Mark is BLANK Ali. Mark walks backwards. Mark is getting further from Ali.,Mark is behind Ali. Mark walks backwards. Mark is getting further from Ali.,21,16
Mark is BLANK Ali. Mark walks forwards. Mark is getting closer to Ali.,two_refs_egocentric,context,two_refs_egocentric_context,behind,in front of,f7ed4322-6f17-4f60-ac4f-404edc6ffe8b,174f837e-4f6c-4643-9ae0-906ecb12361f,Mark is behind Ali. Mark walks forwards. Mark is getting closer to Ali.,0.4375,5970.52000030465,3742.89999969192,0.6,1.0,0.714285714285714,1,1,1,1,5.125,-1.0,0.3125,4.345000000000001,71,0.60546875,0.0322265625,-2.765625,-0.04833984375,-0.71875,0.3515625,-0.59375,-0.3828125,-0.7421875,0.421875,-0.35546875,-0.1357421875,-0.3984375,1.0546875,-1.125,-0.5859375,-0.392578125,0.1689453125,0.13671875,0.306640625,-0.1982421875,0.5,-0.5546875,-0.002105712890625,-0.09033203125,0.058349609375,-0.255859375,0.0712890625,0.1923828125,-0.337890625,-0.0625,0.294921875,-0.72265625,-0.294921875,0.15625,-0.103515625,0.130859375,-0.65625,-0.50390625,0.06591796875,0.197265625,-0.2431640625,-0.3125,0.326171875,-0.404296875,0.01373291015625,0.73046875,-0.57421875,0.359375,-0.033935546875,0.0732421875,0.546875,0.1015625,-0.302734375,-0.259765625,-0.2109375,-0.470703125,0.17578125,-0.9375,-0.01141357421875,-1.6640625,-0.1201171875,0.64453125,0.5703125,0.65625,0.55078125,0.03759765625,0.08154296875,-0.361328125,0.27734375,0.9609375,0.365234375,0.1298828125,-0.54296875,-0.2392578125,0.04833984375,-0.416015625,0.703125,0.361328125,0.271484375,-0.205078125,-0.154296875,0.0546875,-0.138671875,0.181640625,-0.25390625,-0.58984375,0.77734375,-0.31640625,-0.1943359375,-0.59375,-0.1552734375,0.228515625,-0.75,0.115234375,-0.419921875,Mark is BLANK Ali. Mark walks forwards. Mark is getting closer to Ali.,Mark is behind Ali. Mark walks forwards. Mark is getting closer to Ali.,16,12
Mark is BLANK Ali. Mark walks forwards. Mark is getting further from Ali.,two_refs_egocentric,context,two_refs_egocentric_context,in front of,behind,20add1a9-8775-44a2-a0c7-6b09b612f701,f7d845e3-bf92-43ca-8274-b0da84be24af,Mark is in front of Ali. Mark walks forwards. Mark is getting further from Ali.,0.6,7405.67999998555,3815.78333331893,0.8,0.75,0.777777777777778,0,0,1,1,-4.3125,0.0,-0.0545454545454546,4.535625,79,0.60546875,0.0341796875,-2.765625,-0.05078125,-0.6953125,0.36328125,-0.5859375,-0.373046875,-0.7421875,0.3984375,-0.345703125,-0.15234375,-0.392578125,1.0390625,-1.09375,-0.5703125,-0.390625,0.181640625,0.1484375,0.287109375,-0.205078125,0.50390625,-0.57421875,0.0262451171875,-0.08837890625,0.05712890625,-0.279296875,-0.00909423828125,0.23828125,-0.35546875,-0.072265625,0.306640625,-0.7109375,-0.306640625,0.10546875,-0.1484375,0.140625,-0.64453125,-0.44921875,0.0341796875,0.2060546875,-0.2412109375,-0.326171875,0.333984375,-0.392578125,0.06884765625,0.74609375,-0.54296875,0.345703125,0.01214599609375,0.087890625,0.48828125,0.095703125,-0.25,-0.259765625,-0.1884765625,-0.48046875,0.201171875,-0.9375,-0.044921875,-1.640625,-0.1572265625,0.640625,0.53125,0.640625,0.54296875,-0.03125,0.04931640625,-0.33984375,0.28125,0.96484375,0.357421875,0.130859375,-0.55078125,-0.2265625,0.0019073486328125,-0.4140625,0.65234375,0.373046875,0.275390625,-0.1708984375,-0.1455078125,0.0673828125,-0.154296875,0.203125,-0.2734375,-0.55078125,0.78125,-0.30859375,-0.2158203125,-0.62890625,-0.1416015625,0.2451171875,-0.76171875,0.115234375,-0.42578125,Mark is BLANK Ali. Mark walks forwards. Mark is getting further from Ali.,Mark is in front of Ali. Mark walks forwards. Mark is getting further from Ali.,15,22
